musteri_yasi,sehir,cinsiyet,aylik_gelir,toplam_harcama,siparis_sayisi,ortalama_sepet,musteri_id,churn
44.0,Sehir_52,Erkek,13881.48744481068,15447.471413688067,24.0,564.6323935282435,USR002715,0
42.0,Sehir_80,Kadin,30357.18119494217,7971.603319574498,15.0,387.3516061136892,USR002716,0
57.0,Sehir_84,Kadin,76508.1635700152,6315.698530724201,3.0,301.7393020081779,USR002717,0
51.0,Sehir_52,Kadin,13263.536963199826,3582.9702213993405,16.0,297.5145656537382,USR002718,1
27.0,Sehir_9,Erkek,15417.211729893941,1933.7121201359294,10.0,327.7764297998194,USR002719,1
53.0,Sehir_1,Erkek,34351.55054316703,43618.71357458751,15.0,709.5410264800669,USR002720,0
56.0,Sehir_56,Kadin,200118.42280918724,53144.55472054002,27.0,152.43674645305472,USR002721,0
24.0,Sehir_97,Erkek,21203.83907626022,2329.8436802950323,26.0,512.4323271448613,USR002722,1
39.0,Sehir_3,Erkek,53971.92050565602,2154.05001619214,10.0,435.2157930634935,USR002723,0
63.0,Sehir_106,Kadin,44716.96890296163,5338.351781141618,23.0,580.9717628618114,USR002724,0
53.0,Sehir_81,Erkek,22660.62418295473,12191.838334046708,23.0,444.3600192787283,USR002725,1
25.0,Sehir_0,Erkek,41311.93339608428,6514.711137122239,3.0,350.5044500550227,USR002726,1
20.0,Sehir_41,Erkek,25380.39413049282,14756.280655601753,14.0,503.00414429305704,USR002727,1
51.0,Sehir_26,Kadin,27275.828005348438,7638.077870424863,36.0,384.4653236523941,USR002728,0
44.0,Sehir_113,Erkek,9614.065657379619,7061.710843661993,2.0,463.2434045909466,USR002729,1
72.0,Sehir_66,Kadin,35612.465573440655,146633.9294657839,15.0,564.2329195728843,USR002730,0
47.0,Sehir_38,Erkek,74553.68920586898,4314.583599154158,24.0,363.87799607337246,USR002731,1
71.0,Sehir_33,Erkek,38022.775705083324,57984.80493870999,9.0,286.34225275225776,USR002732,0
30.0,Sehir_67,Erkek,86890.6932828433,,32.0,253.4282203626351,USR002733,0
43.0,Sehir_0,Kadin,57772.141456934674,14837.487669800115,36.0,417.5810611395148,USR002734,1
25.0,Sehir_30,Erkek,34626.23653090317,803.2305601912805,17.0,218.27473865809748,USR002735,0
50.0,Sehir_19,Kadin,21974.974400044568,8410.775736065238,12.0,297.52925535790104,USR002736,1
28.0,Sehir_74,Erkek,24611.99064376219,4369.335823743709,39.0,204.86468574465198,USR002737,1
46.0,Sehir_80,Erkek,11199.132745530693,8300.813738221343,11.0,426.2508677628296,USR002738,0
37.0,Sehir_56,Erkek,29329.141404676204,2262.9846195750392,8.0,237.17663441316333,USR002739,1
28.0,Sehir_16,Kadin,40814.75784393022,20080.60170730736,2.0,156.99006314287172,USR002740,0
23.0,Sehir_44,Erkek,143248.60241145673,26422.7862536618,5.0,183.38368656217082,USR002741,0
47.0,Sehir_101,Kadin,55417.80763958879,32992.289527965295,,264.3367458613553,USR002742,0
71.0,Sehir_24,Kadin,18180.717181660806,5122.436789895149,,277.9548771654839,USR002743,1
29.0,Sehir_19,Kadin,11481.649906037763,2272.6228353357988,27.0,387.71789683302495,USR002744,1
41.0,Sehir_13,Kadin,30784.245557895043,12357.490788523077,,325.7565066960292,USR002745,1
30.0,Sehir_98,Kadin,69522.90582452153,66655.25629101483,35.0,405.5466190636557,USR002746,1
64.0,Sehir_14,Kadin,30439.820972806785,8806.6954832547,20.0,417.59187868125855,USR002747,0
41.0,Sehir_69,Erkek,56026.90719827456,13943.329534701148,35.0,461.0749267142803,USR002748,1
73.0,Sehir_119,Kadin,31416.849636486997,6112.50446920781,21.0,63.826313479005876,USR002749,1
31.0,Sehir_77,Kadin,64447.12168893572,,,180.91649429750092,USR002750,0
22.0,Sehir_49,Erkek,10119.23737535587,17853.076518344023,,433.2330084431578,USR002751,0
51.0,Sehir_24,Kadin,131051.50542787291,7134.660020230306,,381.7118512944843,USR002752,0
55.0,Sehir_0,Kadin,14913.36756014401,13150.663516154218,26.0,496.53994303317813,USR002753,1
74.0,Sehir_18,Erkek,68527.18890250397,,26.0,118.397355722242,USR002754,1
67.0,Sehir_114,Kadin,29209.603006171666,12295.888374323265,6.0,278.72681405083256,USR002755,0
68.0,Sehir_17,Erkek,33101.62585702724,15826.268207016312,32.0,305.54300953484415,USR002756,0
54.0,Sehir_2,Erkek,29945.024870090972,2911.41099508977,6.0,374.9845681982903,USR002757,1
,Sehir_97,Erkek,44555.17857654725,2705.8321348521295,27.0,355.38160618031475,USR002758,1
42.0,Sehir_50,Kadin,52366.35765445034,7699.064231433107,7.0,420.3616673025923,USR002759,1
25.0,Sehir_42,Erkek,84684.61384856315,,24.0,332.80190582402264,USR002760,1
42.0,Sehir_86,Kadin,112011.75566657708,4329.52280374692,39.0,555.8504406432025,USR002761,0
38.0,Sehir_62,Erkek,47356.39925490208,10820.52806456058,16.0,603.6813917258247,USR002762,1
20.0,Sehir_109,Erkek,143048.55418041264,,30.0,182.31548699009787,USR002763,1
29.0,Sehir_56,Kadin,39119.56616587863,33691.95113143796,13.0,356.7666815395303,USR002764,0
48.0,Sehir_85,Erkek,85987.07642387266,44122.019586681396,15.0,469.6991412960657,USR002765,0
39.0,Sehir_105,Kadin,51173.43037400311,1672.772994897704,9.0,437.79919725639485,USR002766,1
74.0,Sehir_55,Erkek,23403.393094207975,2007.0107630752373,8.0,288.82345634964724,USR002767,0
45.0,Sehir_34,Belirtmek istemiyorum,41981.62592231183,5724.013664312949,19.0,388.22973278701795,USR002768,1
72.0,Sehir_116,Kadin,54314.010994743534,8922.610584763159,7.0,112.48125280833005,USR002769,0
55.0,Sehir_27,Erkek,35392.01451057813,6086.925537439947,,347.1287182327872,USR002770,0
,Sehir_4,Erkek,50528.11608026414,4174.846222952824,37.0,130.95444432469785,USR002771,1
29.0,Sehir_69,Erkek,72568.80080439814,5623.435818905683,11.0,426.19684460484774,USR002772,1
58.0,Sehir_118,Kadin,35642.76594305664,14472.080462284213,,182.60630778513777,USR002773,1
49.0,Sehir_10,Kadin,3445.7258745950803,1643.2858178272843,18.0,374.4549762152004,USR002774,0
35.0,Sehir_101,Erkek,139053.79076777687,,27.0,397.8793385632344,USR002775,0
47.0,Sehir_99,Erkek,28621.88333561815,8309.811898727865,35.0,361.3795833640125,USR002776,1
69.0,Sehir_111,Kadin,18795.557605849215,28595.849762378897,38.0,255.20707056023457,USR002777,1
40.0,Sehir_50,Erkek,14775.294338712703,4039.9763866220856,1.0,318.4447624664567,USR002778,1
20.0,Sehir_30,Kadin,27745.897714349052,16142.640222905036,14.0,527.1607502314582,USR002779,1
35.0,Sehir_61,Kadin,23151.196317161408,9137.200142655232,17.0,286.3087400207629,USR002780,0
,Sehir_17,Erkek,20138.575399547495,22655.775166879866,29.0,353.214516041842,USR002781,0
61.0,Sehir_101,Kadin,21042.48954269254,6384.469621004477,,266.4816793311746,USR002782,0
65.0,Sehir_79,Erkek,55480.909037210295,52149.83416736764,22.0,503.06406493071006,USR002783,1
69.0,Sehir_57,Erkek,184294.5833449442,,23.0,361.67461627403793,USR002784,1
24.0,Sehir_61,Belirtmek istemiyorum,70014.47451293435,25317.435719738714,5.0,235.4038987304539,USR002785,0
34.0,Sehir_85,Kadin,89150.26072065903,9343.757073843359,26.0,351.06878877976305,USR002786,1
21.0,Sehir_62,Kadin,26851.366025963238,2387.514061455636,24.0,313.84521777777775,USR002787,1
18.0,Sehir_100,Kadin,39487.217559958284,84328.82710332656,32.0,558.8873166344819,USR002788,0
65.0,Sehir_110,Erkek,51081.92132031775,74491.27414080224,,343.29687402409485,USR002789,1
71.0,Sehir_113,Kadin,21425.855766294513,672.7374308633224,28.0,142.5876667428764,USR002790,1
26.0,Sehir_74,Kadin,25833.204603244656,10018.025154202016,3.0,424.794985467429,USR002791,1
59.0,Sehir_89,Erkek,71943.87403135413,,,617.9131150047933,USR002792,1
48.0,Sehir_37,Erkek,86875.74897110733,13767.221195043043,24.0,529.5396334319377,USR002793,0
21.0,Sehir_4,Kadin,38327.70246277847,49942.89491095432,24.0,184.559951182212,USR002794,1
70.0,Sehir_48,Kadin,13958.923433200216,38915.9413506053,,309.6907783512344,USR002795,0
67.0,Sehir_104,Erkek,28667.70232197975,11139.190308493617,29.0,345.39752339528246,USR002796,1
50.0,Sehir_16,Kadin,11463.634566604456,124557.69919702034,39.0,347.2176712158962,USR002797,1
58.0,Sehir_65,Erkek,38567.37257248423,24939.69094581061,,407.14427857682585,USR002798,1
40.0,Sehir_23,Erkek,44547.9977950587,5315.076084825094,25.0,298.3848488520601,USR002799,1
63.0,Sehir_51,Erkek,29244.05731117736,4176.308019102359,,212.65642541287696,USR002800,1
43.0,Sehir_17,Kadin,44062.703496602255,36026.49084263669,9.0,492.77005047633975,USR002801,1
74.0,Sehir_88,Erkek,50691.8785961063,3128.956771582175,,181.46508765948582,USR002802,0
21.0,Sehir_97,Kadin,44600.02213576796,4955.800881340467,,229.68251884386075,USR002803,1
27.0,Sehir_91,Erkek,13887.935132946646,6078.5030165070275,5.0,180.5328471378309,USR002804,0
73.0,Sehir_84,Kadin,29655.07459181997,12416.531782563974,8.0,441.83186531782667,USR002805,1
34.0,Sehir_28,Kadin,50406.44801153275,6424.345034722115,2.0,365.97069641222475,USR002806,0
35.0,Sehir_63,Erkek,128408.18535088567,1668.424295252593,14.0,482.52554295569735,USR002807,0
63.0,Sehir_12,Kadin,29215.63820340174,32679.25283311887,,232.22098756158425,USR002808,0
28.0,Sehir_44,Erkek,56425.25722369633,4987.657409279398,7.0,162.04803244475275,USR002809,0
47.0,Sehir_60,Erkek,73315.0750839739,91484.26987583231,2.0,283.41485667946597,USR002810,1
,Sehir_80,Kadin,31029.630244364125,11670.131678385058,23.0,322.62540698591334,USR002811,0
29.0,Sehir_11,Kadin,91010.13910147139,37073.176484145515,18.0,381.3644461655097,USR002812,0
72.0,Sehir_97,Erkek,95010.15552616937,17275.313861634346,31.0,97.64125500684148,USR002813,0
29.0,Sehir_55,Kadin,109568.78310584872,39264.16405465258,30.0,421.8096294925512,USR002814,1
,Sehir_105,Erkek,52404.39470395299,16065.136938119264,,215.86418925657262,USR002815,1
,Sehir_63,Kadin,239931.7530817167,,21.0,252.88765248237524,USR002816,0
67.0,Sehir_65,Kadin,22198.355971682588,30087.97623282567,23.0,526.0564296712128,USR002817,0
25.0,Sehir_83,Belirtmek istemiyorum,198642.51256579615,160037.99543782236,2.0,22.52047318202017,USR002818,1
58.0,Sehir_98,Erkek,67147.00443651367,5861.985652205768,,398.37530407504283,USR002819,0
48.0,Sehir_18,Kadin,106118.3082664531,,11.0,397.80929451012264,USR002820,1
65.0,Sehir_61,Kadin,28112.50562528539,8052.244029446765,30.0,227.1822534723865,USR002821,0
25.0,Sehir_3,Erkek,71366.20824159704,14872.524919334559,,282.9493518625967,USR002822,0
73.0,Sehir_56,Erkek,113729.63990329878,8523.567638509956,30.0,533.1570203226927,USR002823,1
53.0,Sehir_97,Belirtmek istemiyorum,15216.156729194048,608.3245489411701,31.0,644.438531595654,USR002824,0
66.0,Sehir_103,Erkek,31867.404840300405,6372.683546344598,9.0,509.70888003266845,USR002825,0
,Sehir_34,Kadin,6548.5429232373335,26888.825957336747,35.0,632.8807501640706,USR002826,1
71.0,Sehir_46,Erkek,31487.112638743445,3234.8959807090555,10.0,246.30021129986767,USR002827,0
53.0,Sehir_66,Kadin,18905.22173628525,24468.350171966576,34.0,112.98739003107312,USR002828,0
25.0,Sehir_47,Erkek,30509.269962888247,10100.406982034041,29.0,342.10677372905633,USR002829,1
70.0,Sehir_21,Belirtmek istemiyorum,376590.8829552159,,24.0,470.72879541585087,USR002830,1
63.0,Sehir_36,Kadin,143521.8841637578,24028.080887274267,36.0,71.78748408246315,USR002831,0
35.0,Sehir_48,Erkek,11480.9218898067,18347.302726133297,36.0,211.03147260102992,USR002832,0
49.0,Sehir_62,Kadin,56646.79227456384,13422.08126669059,11.0,227.69073604806886,USR002833,1
40.0,Sehir_110,Kadin,68812.78737414835,27421.433835325126,19.0,403.4845343580532,USR002834,0
48.0,Sehir_65,Erkek,27713.70487456647,10339.40893538382,24.0,384.142934562438,USR002835,0
73.0,Sehir_46,Erkek,41883.45178891633,1125.9706700114407,8.0,233.72588397434825,USR002836,1
69.0,Sehir_79,Kadin,45287.47421913177,5147.440872753492,18.0,376.9716796536189,USR002837,1
30.0,Sehir_92,Kadin,12366.059994932171,929.5653326706677,3.0,178.2792222854997,USR002838,0
73.0,Sehir_51,Erkek,15913.713754171764,17833.567793887552,22.0,286.0362781076532,USR002839,0
42.0,Sehir_58,Kadin,41682.52998299072,23752.422568654478,11.0,160.28161209639254,USR002840,0
58.0,Sehir_26,Erkek,39321.31520224329,25085.435319869106,11.0,327.46432583077797,USR002841,0
61.0,Sehir_103,Erkek,20602.131651785534,14572.82306360768,,229.92661117139647,USR002842,0
45.0,Sehir_104,Kadin,19235.236071267354,25887.361490940973,7.0,453.5562530102862,USR002843,0
44.0,Sehir_20,Erkek,33798.665561509835,1221.7945432864635,6.0,346.07193939136033,USR002844,0
44.0,Sehir_41,Erkek,73785.73966063329,7121.827863405312,16.0,315.98858723262606,USR002845,1
67.0,Sehir_32,Kadin,34160.02511922355,1483.4130304322375,2.0,615.2186553491908,USR002846,0
40.0,Sehir_110,Erkek,133010.67464986906,5271.153323906314,,407.49322655279553,USR002847,1
33.0,Sehir_7,Erkek,20813.218358897167,56359.27392481011,,294.77688745521067,USR002848,0
38.0,Sehir_24,Kadin,42382.37374237098,30088.087817235428,40.0,262.43969793708754,USR002849,0
29.0,Sehir_37,Kadin,27352.512181872138,17939.18109637867,40.0,172.82410911031252,USR002850,1
40.0,Sehir_67,Kadin,58126.023836765344,6516.259054967174,5.0,340.1174171817816,USR002851,1
24.0,Sehir_29,Kadin,19433.034267310635,2459.433354429328,28.0,396.14203135649535,USR002852,0
23.0,Sehir_64,Kadin,169722.19006043047,10141.926208966408,5.0,62.8436011248603,USR002853,0
59.0,Sehir_89,Erkek,9391.02831141513,30724.356740530282,15.0,145.40247095323565,USR002854,0
22.0,Sehir_99,Kadin,143255.38016523406,13251.231720228272,25.0,272.5845816099704,USR002855,1
50.0,Sehir_11,Erkek,39026.28901326936,1208.543328927811,34.0,185.27289261596704,USR002856,1
62.0,Sehir_16,Erkek,56496.82186624801,9186.893029652614,14.0,356.4886229038908,USR002857,1
59.0,Sehir_11,Kadin,105621.78459305568,815.6669886477376,13.0,377.3228064360328,USR002858,0
43.0,Sehir_109,Kadin,72123.06652217316,21269.31281000643,,331.65389481005036,USR002859,0
29.0,Sehir_78,Kadin,20251.385496320414,3527.66233432188,11.0,432.52614820762415,USR002860,0
71.0,Sehir_63,Erkek,58692.75912035401,1867.3102775568198,24.0,262.26315836481206,USR002861,0
65.0,Sehir_94,Erkek,161777.81785097055,,15.0,343.1142709309191,USR002862,0
52.0,Sehir_70,Kadin,17857.281483434814,15855.209567199348,,199.50296227469795,USR002863,1
22.0,Sehir_28,Kadin,197746.82086312943,10709.417300337893,27.0,392.69295609387746,USR002864,0
20.0,Sehir_61,Erkek,49442.31862441114,112425.89096517442,6.0,361.38622332294926,USR002865,1
35.0,Sehir_84,Erkek,25678.716665333963,17361.316203376642,8.0,170.21975173322244,USR002866,1
26.0,Sehir_4,Erkek,17771.805011263717,3737.0495327747326,,326.74109371928677,USR002867,1
67.0,Sehir_72,Kadin,30374.85298020819,15108.98140449018,,344.3267190099455,USR002868,1
29.0,Sehir_59,Kadin,7599.041007915195,5748.574487996227,38.0,392.15178548301816,USR002869,0
34.0,Sehir_8,Erkek,26050.8173985604,37053.22184328443,4.0,397.71777598567263,USR002870,0
73.0,Sehir_31,Erkek,29426.714726718943,11352.265973172303,36.0,6519.859570158731,USR002871,1
64.0,Sehir_53,Erkek,15374.553947513894,12783.466613486446,33.0,464.5466986899071,USR002872,1
,Sehir_41,Erkek,66057.18966779382,,,428.4583518258886,USR002873,0
39.0,Sehir_34,Kadin,30484.90645468263,8722.157826025177,24.0,241.31306146917876,USR002874,1
,Sehir_77,Erkek,21837.07220464226,7574.0330713368885,24.0,178.5954432478443,USR002875,1
55.0,Sehir_48,Kadin,27993.646479011513,2370.707834176369,31.0,252.77725320586342,USR002876,0
71.0,Sehir_59,Kadin,48246.8576708057,6211.751724148159,8.0,129.25280785540292,USR002877,1
67.0,Sehir_95,Belirtmek istemiyorum,38506.29326605937,13669.234536740416,37.0,381.200976811127,USR002878,0
73.0,Sehir_11,Kadin,20727.56901314619,8060.899911243766,25.0,527.5339884613732,USR002879,1
20.0,Sehir_43,Erkek,40155.82457572235,1488.4347897125479,10.0,563.2319086888923,USR002880,1
31.0,Sehir_8,Erkek,34872.68838107742,5837.978100241288,40.0,186.59878734856605,USR002881,1
50.0,Sehir_111,Erkek,14594.917366156904,4621.017755218698,13.0,468.020639057039,USR002882,0
20.0,Sehir_22,Kadin,28830.70503363567,10221.168865687512,,362.6751316812778,USR002883,1
38.0,Sehir_98,Erkek,57726.4421105449,8978.9575990398,14.0,9.391051915009712,USR002884,1
26.0,Sehir_22,Erkek,57394.89309718327,4944.66415397259,24.0,300.1404277021599,USR002885,0
71.0,Sehir_38,Erkek,30213.02899727393,4718.300111731766,22.0,283.4475405210056,USR002886,1
21.0,Sehir_72,Erkek,62406.09562151652,8783.82381082008,36.0,531.6226843962055,USR002887,1
26.0,Sehir_99,Kadin,16581.37907767834,25734.096560298036,10.0,219.3568236531415,USR002888,0
29.0,Sehir_21,Kadin,16997.299023508363,11320.478568692582,13.0,434.4596520788397,USR002889,0
26.0,Sehir_25,Kadin,29702.783156250844,44697.96216215278,10.0,333.93674975195125,USR002890,1
50.0,Sehir_105,Kadin,120337.17927493526,31565.78862376803,12.0,133.12864950710573,USR002891,0
38.0,Sehir_38,Erkek,41382.00076851416,48826.03703966363,23.0,267.1722037162942,USR002892,1
70.0,Sehir_25,Erkek,29135.345912882636,41871.18590710476,29.0,579.7447190083554,USR002893,0
32.0,Sehir_89,Erkek,124905.20904459141,52867.254577619264,,323.9944176948419,USR002894,0
48.0,Sehir_10,Kadin,28866.85274049356,2030.8884318142264,21.0,485.88005892253705,USR002895,0
55.0,Sehir_104,Kadin,217029.070682517,17622.143321469885,21.0,7010.998753754391,USR002896,1
53.0,Sehir_105,Erkek,24124.26600553723,34960.86819578564,8.0,282.76042231726467,USR002897,0
63.0,Sehir_102,Kadin,16165.21542332874,43426.832361684916,5.0,157.48662857600223,USR002898,0
29.0,Sehir_35,Erkek,31790.107012112065,3213.568961074288,38.0,177.22725064145556,USR002899,1
46.0,Sehir_13,Erkek,29754.40869224187,17833.90375413693,32.0,567.7500563786123,USR002900,1
63.0,Sehir_51,Kadin,19030.990701523147,8868.34680946907,27.0,372.7606117877319,USR002901,0
67.0,Sehir_40,Kadin,291145.7449499744,,22.0,89.92683035306374,USR002902,0
53.0,Sehir_115,Kadin,46859.1350746502,1533.4111625821301,26.0,475.0940791670855,USR002903,0
55.0,Sehir_75,Kadin,52648.84915597942,3219.0852112567018,,81.97230984832117,USR002904,1
67.0,Sehir_113,Erkek,25096.824076324807,922.6402621474363,10.0,226.08136346300586,USR002905,0
53.0,Sehir_90,Kadin,22876.477819861073,9638.680922145886,25.0,362.1941558860311,USR002906,1
72.0,Sehir_85,Kadin,82491.18223200353,122590.93046586565,12.0,728.062861985349,USR002907,1
25.0,Sehir_13,Kadin,9502.655662343095,7683.189641002853,6.0,472.40016175303003,USR002908,1
37.0,Sehir_8,Erkek,14555.270224641508,9147.537414593224,34.0,277.64153980750206,USR002909,1
24.0,Sehir_5,Belirtmek istemiyorum,29796.70796785994,15682.277384994524,35.0,354.2471444015344,USR002910,0
23.0,Sehir_71,Erkek,107027.15266837651,,,487.9563824903406,USR002911,1
44.0,Sehir_24,Erkek,26913.584056035594,12572.048088688942,2.0,563.2794936249494,USR002912,0
30.0,Sehir_118,Kadin,50661.48548765738,12973.369082201021,9.0,312.8540754861584,USR002913,1
41.0,Sehir_15,Kadin,37130.08897618661,2937.552461384803,29.0,317.2074599509844,USR002914,0
42.0,Sehir_113,Belirtmek istemiyorum,102437.35606140643,7238.316611641514,40.0,225.49272416162137,USR002915,1
53.0,Sehir_80,Kadin,10221.223628733485,19738.36557199547,,449.77380209174277,USR002916,1
71.0,Sehir_12,Erkek,65432.25181968578,,39.0,503.89579891428843,USR002917,0
66.0,Sehir_7,Kadin,30973.30105881738,38491.856846856805,,59.19726243053691,USR002918,0
39.0,Sehir_47,Erkek,76107.90044891633,12118.921616632195,40.0,290.4790979200069,USR002919,1
36.0,Sehir_40,Kadin,18855.77128760636,12418.503455402895,16.0,167.98309673434045,USR002920,1
61.0,Sehir_37,Erkek,37031.13987435983,19934.792247325724,29.0,372.63604353890287,USR002921,0
25.0,Sehir_63,Kadin,33456.27466155313,3969.024968785126,32.0,164.30806633212038,USR002922,0
,Sehir_15,Kadin,16285.845298662394,3778.4348333476632,18.0,151.978842417086,USR002923,0
42.0,Sehir_15,Kadin,13038.601589257883,6976.080958525689,,518.5278921066422,USR002924,1
28.0,Sehir_83,Erkek,22826.351395186495,1754.5694190637553,38.0,325.16087969702204,USR002925,1
53.0,Sehir_118,Erkek,40293.47818480237,13204.077020038761,26.0,341.014075684989,USR002926,0
36.0,Sehir_32,Erkek,19820.46404459973,28535.33558587498,24.0,414.7527690477504,USR002927,0
28.0,Sehir_111,Erkek,27887.703881710942,3456.2782063063546,39.0,495.6228442983438,USR002928,0
55.0,Sehir_41,Kadin,8033.391861220004,13659.342897920014,11.0,287.2110751137227,USR002929,1
27.0,Sehir_40,Erkek,26996.973972500677,3808.698233991588,11.0,290.5528094499188,USR002930,1
56.0,Sehir_10,Kadin,82361.16590944835,,20.0,291.1900209238828,USR002931,0
27.0,Sehir_50,Erkek,63840.5763917697,,7.0,512.2263342993692,USR002932,0
42.0,Sehir_59,Erkek,33876.01261328361,2434.0704975272033,23.0,339.77973056038064,USR002933,1
64.0,Sehir_79,Kadin,44131.19495718595,1745.535768715224,22.0,306.33525321389845,USR002934,1
31.0,Sehir_18,Erkek,18720.82245305714,10484.554744326142,25.0,408.63446478022996,USR002935,0
61.0,Sehir_22,Erkek,133192.52896088225,11183.846888501675,23.0,624.6881299668094,USR002936,1
59.0,Sehir_51,Erkek,189891.85506187688,,,361.14247163928553,USR002937,1
69.0,Sehir_8,Erkek,41434.07564856521,89453.4506249048,14.0,309.58291629819735,USR002938,1
27.0,Sehir_17,Kadin,288528.36207463214,3188.9411786606033,21.0,641.4497776985445,USR002939,1
58.0,Sehir_75,Erkek,21075.238568277968,4047.5854390916525,37.0,549.4702463376861,USR002940,0
71.0,Sehir_114,Erkek,13348.197125701632,55857.91965978874,14.0,527.7237509747027,USR002941,0
61.0,Sehir_68,Kadin,20584.651344941307,25007.936628449937,33.0,274.8969868673759,USR002942,0
28.0,Sehir_17,Kadin,30467.255262939256,21164.861419633085,,260.02583238590466,USR002943,0
64.0,Sehir_118,Kadin,230879.9692824972,3992.438856536634,19.0,74.87683199497906,USR002944,1
24.0,Sehir_62,Erkek,29000.62609085038,31290.37635311956,12.0,494.73753317813726,USR002945,1
,Sehir_86,Kadin,18256.479731171414,21243.779120374966,10.0,361.54957255574067,USR002946,0
46.0,Sehir_23,Erkek,17698.46005683081,10172.514667406645,1.0,79.86681844527106,USR002947,0
48.0,Sehir_69,Erkek,90401.64016507269,4016.180588914733,14.0,530.2771403118161,USR002948,1
47.0,Sehir_9,Kadin,80647.3640053998,9209.90362721879,,299.397356864565,USR002949,0
19.0,Sehir_75,Kadin,24627.462250683624,58582.08816807567,13.0,317.88793389448057,USR002950,0
46.0,Sehir_24,Kadin,8098.002514803272,2180.3456469804396,,123.05460544983953,USR002951,1
71.0,Sehir_109,Kadin,14722.396198111292,3103.3613774170312,,423.8297660909633,USR002952,1
42.0,Sehir_6,Erkek,143917.43844471764,3814.7754335699024,34.0,425.2655038665249,USR002953,1
33.0,Sehir_78,Kadin,63009.84781234982,,,342.8018670416012,USR002954,0
74.0,Sehir_16,Kadin,38267.99172066497,7951.500851437094,20.0,287.2643099172018,USR002955,0
23.0,Sehir_82,Erkek,161953.82431971957,25598.402696224333,,743.9701457755627,USR002956,1
45.0,Sehir_59,Erkek,173973.97851507773,,27.0,169.49483960519282,USR002957,0
47.0,Sehir_116,Erkek,35286.238348664716,8716.815546679723,4.0,241.78445117049347,USR002958,1
45.0,Sehir_78,Kadin,35808.572232991886,11298.126224347312,,456.2385106765093,USR002959,0
70.0,Sehir_44,Erkek,22796.50820499559,17133.470223399643,,197.83400950053,USR002960,1
42.0,Sehir_10,Erkek,28920.82983484289,1077.0195879735677,,186.7689625170787,USR002961,1
73.0,Sehir_71,Kadin,11058.3382966197,29316.360854617393,21.0,519.7277969644001,USR002962,0
21.0,Sehir_52,Kadin,11022.466732168414,3005.8163336707617,6.0,440.7787587411336,USR002963,0
59.0,Sehir_6,Erkek,9153.3288868412,4758.974841450736,29.0,422.6206965641417,USR002964,0
51.0,Sehir_69,Kadin,86462.8054402769,,,377.2737273556352,USR002965,0
31.0,Sehir_25,Kadin,10413.707245196147,7402.05546671878,,246.1769905419707,USR002966,1
30.0,Sehir_28,Kadin,172813.77333318238,,31.0,312.09933443217903,USR002967,0
59.0,Sehir_1,Erkek,20245.69965042436,9606.483385341393,39.0,338.1387777105747,USR002968,0
54.0,Sehir_44,Erkek,145783.79185852062,5726.164738633874,2.0,476.93245297330844,USR002969,1
52.0,Sehir_26,Kadin,27118.09579953098,50742.02812331789,31.0,413.8786048379826,USR002970,0
20.0,Sehir_8,Erkek,10373.923526808347,18952.26329388264,6.0,210.8234801687543,USR002971,0
52.0,Sehir_52,Kadin,101419.74940197286,11643.935786977998,37.0,468.43133416383074,USR002972,1
73.0,Sehir_26,Erkek,111467.96309641341,18601.989363915698,3.0,98.22409250972532,USR002973,1
18.0,Sehir_16,Kadin,17591.290485879465,3475.885719221901,30.0,301.93672265985094,USR002974,0
44.0,Sehir_56,Kadin,27852.50497970903,110164.07123383717,,178.69274343745244,USR002975,0
46.0,Sehir_7,Kadin,17594.88037192303,2196.9720682129846,6.0,221.4344833293916,USR002976,1
69.0,Sehir_118,Kadin,32977.429253799644,9281.72219529856,21.0,638.9879417059349,USR002977,1
34.0,Sehir_56,Kadin,39587.287301121796,5746.1679357365565,3.0,129.39887803679107,USR002978,0
45.0,Sehir_119,Erkek,27416.314988433936,5490.105491275475,36.0,227.12089160105282,USR002979,0
58.0,Sehir_105,Erkek,8475.092813950918,4697.998718401893,,426.5602656977315,USR002980,0
21.0,Sehir_117,Kadin,22817.80766267855,3209.7489322145902,1.0,279.49958601418217,USR002981,1
63.0,Sehir_65,Kadin,63755.7726850364,33725.53841359574,27.0,373.33365961519627,USR002982,1
64.0,Sehir_50,Belirtmek istemiyorum,30726.48809353552,1909.0416601316444,39.0,564.4324449027916,USR002983,1
59.0,Sehir_86,Kadin,27946.507009601173,26377.764446428453,2.0,448.19417864951333,USR002984,1
54.0,Sehir_9,Erkek,17246.74594811087,17645.66250376919,24.0,279.6976474914038,USR002985,0
60.0,Sehir_100,Kadin,22291.45955824394,5130.357593059104,7.0,329.9420780898815,USR002986,0
62.0,Sehir_38,Kadin,112101.33133052154,,,429.59090146787025,USR002987,0
69.0,Sehir_0,Kadin,14591.262863526777,6704.412554074551,25.0,445.2484649240562,USR002988,0
42.0,Sehir_28,Kadin,64644.511005059816,,26.0,353.1129109790772,USR002989,1
43.0,Sehir_29,Kadin,37708.62687079982,2189.611947953822,,404.0913500086113,USR002990,1
54.0,Sehir_1,Kadin,44172.09485196702,17792.455885155876,39.0,404.23736605694216,USR002991,0
29.0,Sehir_80,Erkek,20213.68188576359,16718.720998738645,16.0,336.16601689923027,USR002992,1
