musteri_id;recency_gun;frequency;monetary;ort_sepet;son_islem_ay;son_islem_yil;dominant_kanal;sehir;segment_mevcut;kayip_riski
MUS-11187;14;5;7427.72;1485.54;12;2024;Online;İstanbul;sadık;0
MUS-11288;18;9;10553.89;1172.65;12;2024;Online;Adana;sadık;0
MUS-11235;15;7;24404.17;3486.31;12;2024;Online;Ankara;şampiyon;0
MUS-12282;3;13;50126.03;3855.85;12;2024;Online;Gaziantep;şampiyon;0
MUS-10001;13;16;91479.48;5717.47;12;2024;Telefon;İzmir;şampiyon;0
MUS-12382;36;3;995.38;331.79;11;2024;Mağaza;Antalya;riskli;1
MUS-11801;11;9;47341.06;5260.12;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-10134;28;8;44805.52;5600.69;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11198;27;7;8573.74;1224.82;12;2024;Telefon;İzmir;sadık;0
MUS-11408;5;15;64416.07;4294.4;12;2024;Online;Kayseri;şampiyon;0
MUS-11678;175;1;310.82;310.82;7;2024;Mağaza;İzmir;riskli;1
MUS-11885;24;8;10413.12;1301.64;12;2024;Online;Antalya;sadık;0
MUS-10565;22;12;51711.68;4309.31;12;2024;Telefon;İstanbul;şampiyon;0
MUS-11166;9;10;39794.18;3979.42;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-11258;18;12;61503.69;5125.31;12;2024;Online;Antalya;şampiyon;0
MUS-11605;31;7;7206.84;1029.55;11;2024;Telefon;Ankara;sadık;0
MUS-11355;10;13;61987.29;4768.25;12;2024;Online;İzmir;şampiyon;0
MUS-12211;4;14;70324.65;5023.19;12;2024;Telefon;Antalya;şampiyon;0
MUS-11965;162;1;129.59;129.59;7;2024;Telefon;Kayseri;kayıp;1
MUS-10484;29;5;7810.72;1562.14;12;2024;Telefon;Kayseri;sadık;0
MUS-11113;90;3;1561.82;520.61;10;2024;Online;Gaziantep;riskli;1
MUS-10362;98;2;547.99;274.0;9;2024;Mağaza;Gaziantep;riskli;1
MUS-10084;8;16;80302.97;5018.94;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-10299;0;8;34147.02;4268.38;12;2024;Online;Bursa;şampiyon;0
MUS-10033;11;11;44503.82;4045.8;12;2024;Online;Ankara;şampiyon;0
MUS-10003;4;4;1995.06;498.76;12;2024;Online;Antalya;riskli;1
MUS-10329;2;12;54846.71;4570.56;12;2024;Online;İzmir;şampiyon;0
MUS-10681;45;4;2394.75;598.69;11;2024;Mağaza;İstanbul;riskli;1
MUS-12206;483;1;101.42;101.42;9;2023;Mağaza;Konya;kayıp;1
MUS-12124;18;7;7480.13;1068.59;12;2024;Online;Ankara;sadık;0
MUS-10525;6;6;6000.58;1000.1;12;2024;Online;Gaziantep;sadık;0
MUS-11389;4;16;72147.65;4509.23;12;2024;Online;İzmir;şampiyon;0
MUS-10172;43;4;1642.45;410.61;11;2024;Mağaza;Ankara;riskli;1
MUS-11080;39;4;1041.82;260.45;11;2024;Mağaza;İstanbul;riskli;1
MUS-10490;58;4;6905.21;1726.3;11;2024;Online;Gaziantep;sadık;0
MUS-12179;23;8;9472.73;1184.09;12;2024;Online;Mersin;sadık;0
MUS-10790;102;4;1909.84;477.46;9;2024;Telefon;İstanbul;riskli;1
MUS-10637;14;5;6574.78;1314.96;12;2024;Online;Kayseri;sadık;0
MUS-12015;35;12;59319.15;4943.26;11;2024;Online;Mersin;şampiyon;0
MUS-11944;13;8;34848.45;4356.06;12;2024;Mağaza;Adana;şampiyon;0
MUS-11640;43;6;6647.37;1107.89;11;2024;Online;Gaziantep;sadık;0
MUS-10101;72;2;327.68;163.84;10;2024;Telefon;Bursa;kayıp;1
MUS-11643;54;7;27294.87;3899.27;11;2024;Online;Mersin;şampiyon;0
MUS-11617;107;3;902.53;300.84;9;2024;Online;Ankara;riskli;1
MUS-12362;216;2;1550.89;775.44;5;2024;Mağaza;İzmir;riskli;1
MUS-11694;51;3;1173.1;391.03;11;2024;Online;Gaziantep;riskli;1
MUS-12044;231;1;137.96;137.96;5;2024;Online;Kayseri;kayıp;1
MUS-11302;11;10;41660.39;4166.04;12;2024;Telefon;Antalya;şampiyon;0
MUS-11914;3;18;76455.72;4247.54;12;2024;Online;Mersin;şampiyon;0
MUS-11099;36;5;2238.16;447.63;11;2024;Online;İzmir;riskli;1
MUS-11758;40;10;38774.25;3877.43;11;2024;Online;Ankara;şampiyon;0
MUS-12374;6;11;52249.58;4749.96;12;2024;Mağaza;Konya;şampiyon;0
MUS-11951;19;11;54627.75;4966.16;12;2024;Telefon;Konya;şampiyon;0
MUS-10512;5;14;85629.72;6116.41;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-11185;23;10;54406.18;5440.62;12;2024;Mağaza;Bursa;şampiyon;0
MUS-10812;15;4;26266.37;6566.59;12;2024;Online;İstanbul;şampiyon;0
MUS-11926;8;8;42668.29;5333.54;12;2024;Online;Antalya;şampiyon;0
MUS-11081;31;11;48733.63;4430.33;11;2024;Online;Konya;şampiyon;0
MUS-10906;19;5;10742.33;2148.47;12;2024;Online;Kayseri;sadık;0
MUS-10151;136;2;238.49;119.24;8;2024;Mağaza;İzmir;kayıp;1
MUS-10781;290;2;443.41;221.7;3;2024;Mağaza;Bursa;kayıp;1
MUS-11108;3;7;33026.59;4718.08;12;2024;Online;Gaziantep;şampiyon;0
MUS-10492;28;8;39596.26;4949.53;12;2024;Mağaza;Adana;şampiyon;0
MUS-12043;7;6;5316.94;886.16;12;2024;Online;Adana;sadık;0
MUS-10043;36;2;1251.85;625.92;11;2024;Mağaza;Gaziantep;riskli;1
MUS-10147;16;15;72653.32;4843.55;12;2024;Online;Gaziantep;şampiyon;0
MUS-10987;271;2;404.77;202.39;4;2024;Mağaza;Gaziantep;kayıp;1
MUS-12278;265;2;719.45;359.73;4;2024;Mağaza;İstanbul;riskli;1
MUS-10068;15;4;7667.51;1916.88;12;2024;Online;Konya;sadık;0
MUS-10973;18;7;12044.83;1720.69;12;2024;Online;İzmir;sadık;0
MUS-10959;51;11;51557.08;4687.01;11;2024;Telefon;Konya;şampiyon;0
MUS-12202;12;7;12670.93;1810.13;12;2024;Telefon;Adana;sadık;0
MUS-12073;4;8;9890.07;1236.26;12;2024;Mağaza;Konya;sadık;0
MUS-11860;10;6;7917.18;1319.53;12;2024;Online;İzmir;sadık;0
MUS-10398;157;3;2202.57;734.19;7;2024;Mağaza;İstanbul;riskli;1
MUS-11127;0;11;44438.53;4039.87;12;2024;Online;İstanbul;şampiyon;0
MUS-12265;1;12;60150.88;5012.57;12;2024;Online;Bursa;şampiyon;0
MUS-10301;65;4;2301.33;575.33;10;2024;Telefon;İzmir;riskli;1
MUS-11112;26;5;4051.11;810.22;12;2024;Online;Ankara;sadık;0
MUS-10197;635;1;13.73;13.73;4;2023;Mağaza;İzmir;kayıp;1
MUS-10870;75;1;159.34;159.34;10;2024;Mağaza;Kayseri;kayıp;1
MUS-10731;115;2;391.43;195.72;9;2024;Mağaza;Konya;kayıp;1
MUS-10614;406;2;360.85;180.42;11;2023;Telefon;İzmir;kayıp;1
MUS-12156;46;2;353.05;176.52;11;2024;Online;İstanbul;kayıp;1
MUS-12080;67;2;652.9;326.45;10;2024;Online;Bursa;riskli;1
MUS-11672;12;4;6195.21;1548.8;12;2024;Telefon;Kayseri;sadık;0
MUS-11216;82;2;313.59;156.79;10;2024;Mağaza;Konya;kayıp;1
MUS-11423;9;15;55983.07;3732.2;12;2024;Online;Ankara;şampiyon;0
MUS-12320;230;2;364.83;182.41;5;2024;Telefon;Konya;kayıp;1
MUS-11091;176;3;1243.98;414.66;7;2024;Mağaza;İstanbul;riskli;1
MUS-12318;34;7;8888.63;1269.8;11;2024;Mağaza;Antalya;sadık;0
MUS-10029;9;5;6258.12;1251.62;12;2024;Mağaza;Kayseri;sadık;0
MUS-12142;82;5;6332.57;1266.51;10;2024;Mağaza;İstanbul;sadık;0
MUS-12143;160;3;508.64;169.55;7;2024;Mağaza;Mersin;kayıp;1
MUS-10090;76;4;1811.99;453.0;10;2024;Telefon;Ankara;riskli;1
MUS-10980;60;2;186.61;93.31;11;2024;Telefon;Gaziantep;riskli;1
MUS-11814;21;11;40949.33;3722.67;12;2024;Mağaza;Bursa;şampiyon;0
MUS-11578;13;8;32372.95;4046.62;12;2024;Mağaza;Konya;şampiyon;0
MUS-10391;352;2;1019.04;509.52;1;2024;Online;İzmir;riskli;1
MUS-11172;50;5;7689.96;1537.99;11;2024;Online;Kayseri;sadık;0
MUS-12377;72;5;7016.86;1403.37;10;2024;Online;Mersin;sadık;0
MUS-11964;24;12;52296.34;4358.03;12;2024;Online;Ankara;şampiyon;0
MUS-10620;11;6;9124.41;1520.73;12;2024;Mağaza;Ankara;sadık;0
MUS-10330;10;7;31494.48;4499.21;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-10587;14;8;42582.35;5322.79;12;2024;Online;Mersin;şampiyon;0
MUS-11649;216;3;1290.91;430.3;5;2024;Mağaza;Bursa;riskli;1
MUS-11992;5;5;7297.55;1459.51;12;2024;Online;İzmir;sadık;0
MUS-10451;547;2;492.69;246.34;7;2023;Online;Bursa;kayıp;1
MUS-10335;52;5;5914.57;1182.91;11;2024;Online;Adana;sadık;0
MUS-11347;28;5;8186.6;1637.32;12;2024;Online;Ankara;sadık;0
MUS-11541;82;2;97.8;48.9;10;2024;Online;Mersin;kayıp;1
MUS-11853;8;7;9359.09;1337.01;12;2024;Online;Bursa;sadık;0
MUS-11338;65;8;8726.71;1090.84;10;2024;Mağaza;Ankara;sadık;0
MUS-10322;83;2;309.27;154.63;10;2024;Mağaza;İzmir;kayıp;1
MUS-10227;58;2;711.28;355.64;11;2024;Mağaza;Adana;riskli;1
MUS-11247;39;5;5886.65;1177.33;11;2024;Online;Adana;sadık;0
MUS-10527;86;4;7643.8;1910.95;10;2024;Online;Gaziantep;sadık;0
MUS-11680;9;5;2940.56;588.11;12;2024;Mağaza;Konya;riskli;1
MUS-10242;26;8;7861.62;982.7;12;2024;Online;Adana;sadık;0
MUS-10339;26;9;37221.79;4135.75;12;2024;Telefon;Mersin;şampiyon;0
MUS-11984;409;1;315.38;315.38;11;2023;Telefon;Konya;kayıp;1
MUS-10901;35;6;7296.97;1216.16;11;2024;Online;İstanbul;sadık;0
MUS-10998;28;13;68277.65;5252.13;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11207;110;2;1667.54;833.77;9;2024;Online;Antalya;riskli;1
MUS-11111;64;9;41670.85;4630.09;10;2024;Online;Adana;şampiyon;0
MUS-10444;63;3;4291.85;1430.62;10;2024;Telefon;İzmir;sadık;0
MUS-11137;85;4;6940.77;1735.19;10;2024;Mağaza;Antalya;sadık;0
MUS-11843;7;3;4594.66;1531.55;12;2024;Online;Bursa;sadık;0
MUS-11960;55;6;9691.85;1615.31;11;2024;Online;Bursa;sadık;0
MUS-11731;1;8;32022.7;4002.84;12;2024;Online;İzmir;şampiyon;0
MUS-11103;8;12;62612.04;5217.67;12;2024;Online;Bursa;şampiyon;0
MUS-11903;171;2;377.49;188.75;7;2024;Mağaza;İstanbul;kayıp;1
MUS-11475;13;13;59146.33;4549.72;12;2024;Telefon;Gaziantep;şampiyon;0
MUS-10666;37;2;282.59;141.3;11;2024;Mağaza;İzmir;kayıp;1
MUS-10350;101;2;450.89;225.44;9;2024;Online;İzmir;kayıp;1
MUS-11948;33;11;21506.28;1955.12;11;2024;Online;Bursa;şampiyon;0
MUS-11405;13;5;2352.45;470.49;12;2024;Mağaza;Konya;riskli;1
MUS-11022;3;9;34642.84;3849.2;12;2024;Online;Adana;şampiyon;0
MUS-10248;74;6;8180.49;1363.41;10;2024;Mağaza;Adana;sadık;0
MUS-11384;8;13;69594.19;5353.4;12;2024;Online;Ankara;şampiyon;0
MUS-10971;15;13;47649.71;3665.36;12;2024;Online;Kayseri;şampiyon;0
MUS-10180;99;3;1175.45;391.82;9;2024;Online;Kayseri;riskli;1
MUS-10264;25;9;36709.06;4078.78;12;2024;Online;İstanbul;şampiyon;0
MUS-10991;13;8;8519.9;1064.99;12;2024;Mağaza;İzmir;sadık;0
MUS-11102;12;12;49756.01;4146.33;12;2024;Online;İzmir;şampiyon;0
MUS-11365;12;6;27566.59;4594.43;12;2024;Online;Ankara;şampiyon;0
MUS-11311;50;16;91213.21;5700.83;11;2024;Telefon;Ankara;şampiyon;0
MUS-11451;14;6;3918.36;653.06;12;2024;Online;Adana;sadık;0
MUS-10683;108;16;71065.84;4441.61;9;2024;Mağaza;Adana;şampiyon;0
MUS-12014;36;8;30606.77;3825.85;11;2024;Telefon;Bursa;şampiyon;0
MUS-10726;19;7;29950.43;4278.63;12;2024;Mağaza;Mersin;şampiyon;0
MUS-12299;32;5;2364.76;472.95;11;2024;Mağaza;Antalya;riskli;1
MUS-10735;56;7;10611.3;1515.9;11;2024;Telefon;Adana;sadık;0
MUS-11171;8;9;36883.45;4098.16;12;2024;Online;Kayseri;şampiyon;0
MUS-10892;21;3;1234.47;411.49;12;2024;Online;Kayseri;riskli;1
MUS-11169;66;2;990.97;495.49;10;2024;Online;Adana;riskli;1
MUS-10183;108;5;5576.61;1115.32;9;2024;Online;Mersin;sadık;0
MUS-10505;58;7;8018.36;1145.48;11;2024;Online;Gaziantep;sadık;0
MUS-11602;272;2;1210.84;605.42;4;2024;Online;Ankara;riskli;1
MUS-11622;25;7;8789.34;1255.62;12;2024;Mağaza;Gaziantep;sadık;0
MUS-11553;42;5;6094.83;1218.97;11;2024;Mağaza;İzmir;sadık;0
MUS-11540;4;7;10408.32;1486.9;12;2024;Telefon;Bursa;sadık;0
MUS-12358;192;3;484.87;161.62;6;2024;Mağaza;Adana;kayıp;1
MUS-10159;106;5;4968.09;993.62;9;2024;Mağaza;İstanbul;sadık;0
MUS-10027;65;4;880.77;220.19;10;2024;Mağaza;Konya;riskli;1
MUS-12175;422;3;718.78;239.59;11;2023;Mağaza;İstanbul;kayıp;1
MUS-12173;24;9;41278.15;4586.46;12;2024;Online;Ankara;şampiyon;0
MUS-11574;30;6;8250.17;1375.03;12;2024;Mağaza;Antalya;sadık;0
MUS-12174;74;2;291.81;145.91;10;2024;Mağaza;İstanbul;kayıp;1
MUS-12350;44;4;3294.31;823.58;11;2024;Telefon;Kayseri;riskli;1
MUS-10526;16;13;62177.86;4782.91;12;2024;Online;Konya;şampiyon;0
MUS-12244;438;1;80.96;80.96;10;2023;Mağaza;Gaziantep;kayıp;1
MUS-11603;3;11;40837.87;3712.53;12;2024;Online;Mersin;şampiyon;0
MUS-11842;161;2;356.21;178.11;7;2024;Telefon;Konya;riskli;1
MUS-10439;1;6;5335.19;889.2;12;2024;Telefon;Mersin;sadık;0
MUS-10533;2;12;56525.8;4710.48;12;2024;Online;İstanbul;şampiyon;0
MUS-11098;51;7;29137.17;4162.45;11;2024;Mağaza;Konya;şampiyon;0
MUS-11762;261;2;395.33;197.67;4;2024;Online;İstanbul;kayıp;1
MUS-10303;2;8;30115.17;3764.4;12;2024;Mağaza;Antalya;şampiyon;0
MUS-12193;18;5;5297.41;1059.48;12;2024;Online;Bursa;sadık;0
MUS-11018;8;6;7203.24;1200.54;12;2024;Mağaza;Mersin;sadık;0
MUS-11565;81;5;5338.13;1067.63;10;2024;Mağaza;Ankara;sadık;0
MUS-10225;7;14;51586.16;3684.73;12;2024;Online;Adana;şampiyon;0
MUS-12370;31;1;153.81;153.81;11;2024;Mağaza;Gaziantep;riskli;1
MUS-10705;35;6;8977.76;1496.29;11;2024;Online;Bursa;sadık;0
MUS-12271;8;4;1909.47;477.37;12;2024;Mağaza;Mersin;riskli;1
MUS-10930;25;5;5769.98;1154.0;12;2024;Online;Ankara;sadık;0
MUS-11773;29;6;6558.57;1093.1;12;2024;Online;Adana;sadık;0
MUS-10796;84;2;529.78;264.89;10;2024;Telefon;Mersin;kayıp;1
MUS-10761;7;4;5904.07;1476.02;12;2024;Mağaza;İzmir;sadık;0
MUS-10903;131;3;666.25;222.08;8;2024;Mağaza;Bursa;kayıp;1
MUS-11372;38;5;1954.85;390.97;11;2024;Online;İzmir;riskli;1
MUS-12253;55;4;2671.39;667.85;11;2024;Mağaza;Ankara;riskli;1
MUS-10929;95;3;670.34;223.45;9;2024;Mağaza;Mersin;kayıp;1
MUS-10404;9;14;48711.2;3479.37;12;2024;Mağaza;Mersin;şampiyon;0
MUS-12194;20;4;6303.06;1575.76;12;2024;Online;Mersin;sadık;0
MUS-12130;538;1;178.87;178.87;7;2023;Mağaza;Gaziantep;kayıp;1
MUS-11590;49;6;5137.69;856.28;11;2024;Online;Antalya;sadık;0
MUS-11600;16;12;63279.96;5273.33;12;2024;Online;Mersin;şampiyon;0
MUS-10163;190;1;345.13;345.13;6;2024;Telefon;Adana;kayıp;1
MUS-10155;6;9;39974.75;4441.64;12;2024;Telefon;Adana;şampiyon;0
MUS-12389;197;3;295.87;98.62;6;2024;Mağaza;Ankara;kayıp;1
MUS-12145;21;17;98505.36;5794.43;12;2024;Telefon;Antalya;şampiyon;0
MUS-11228;14;7;7762.61;1108.94;12;2024;Online;Gaziantep;sadık;0
MUS-10406;69;6;6135.72;1022.62;10;2024;Online;Antalya;sadık;0
MUS-10878;38;8;9834.62;1229.33;11;2024;Mağaza;İstanbul;sadık;0
MUS-10577;34;11;51963.04;4723.91;11;2024;Telefon;Mersin;şampiyon;0
MUS-11029;36;10;39897.36;3989.74;11;2024;Mağaza;Kayseri;şampiyon;0
MUS-11941;46;5;5984.64;1196.93;11;2024;Mağaza;Ankara;sadık;0
MUS-12219;30;3;4193.03;1397.68;12;2024;Online;Gaziantep;sadık;0
MUS-10838;13;11;64642.74;5876.61;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-10902;15;7;26642.74;3806.11;12;2024;Online;Konya;şampiyon;0
MUS-11831;30;4;6516.08;1629.02;12;2024;Online;Gaziantep;sadık;0
MUS-10413;105;3;370.37;123.46;9;2024;Telefon;Antalya;kayıp;1
MUS-10157;5;10;48139.1;4813.91;12;2024;Online;Gaziantep;şampiyon;0
MUS-10707;13;1;7.15;7.15;12;2024;Online;İzmir;kayıp;1
MUS-11242;28;12;50844.22;4237.02;12;2024;Telefon;Kayseri;şampiyon;0
MUS-12293;12;12;49771.08;4147.59;12;2024;Online;İzmir;şampiyon;0
MUS-11685;10;5;8996.01;1799.2;12;2024;Online;Mersin;sadık;0
MUS-12256;113;1;77.52;77.52;9;2024;Mağaza;Mersin;kayıp;1
MUS-11616;461;1;324.7;324.7;9;2023;Mağaza;Kayseri;kayıp;1
MUS-10088;100;5;2443.38;488.68;9;2024;Mağaza;Ankara;riskli;1
MUS-11890;1;4;2569.86;642.47;12;2024;Online;Bursa;riskli;1
MUS-11048;609;1;59.2;59.2;5;2023;Mağaza;Gaziantep;kayıp;1
MUS-12170;72;2;203.06;101.53;10;2024;Telefon;Konya;kayıp;1
MUS-11554;4;9;10745.15;1193.91;12;2024;Mağaza;Kayseri;sadık;0
MUS-11330;4;9;48977.68;5441.96;12;2024;Online;Kayseri;şampiyon;0
MUS-11849;38;5;5912.56;1182.51;11;2024;Online;Bursa;sadık;0
MUS-10067;114;3;938.28;312.76;9;2024;Mağaza;Bursa;riskli;1
MUS-11058;12;4;5599.49;1399.87;12;2024;Online;İstanbul;sadık;0
MUS-11658;13;16;86930.41;5433.15;12;2024;Online;Gaziantep;şampiyon;0
MUS-12119;36;4;3068.62;767.15;11;2024;Mağaza;Bursa;riskli;1
MUS-12338;15;8;36254.45;4531.81;12;2024;Online;Adana;şampiyon;0
MUS-11030;44;8;8342.2;1042.78;11;2024;Telefon;Mersin;sadık;0
MUS-11838;3;6;5442.77;907.13;12;2024;Telefon;Adana;sadık;0
MUS-10910;40;6;33359.58;5559.93;11;2024;Online;İzmir;şampiyon;0
MUS-11978;49;7;10264.79;1466.4;11;2024;Online;İzmir;sadık;0
MUS-10320;129;4;5309.42;1327.36;8;2024;Telefon;Konya;sadık;0
MUS-10601;49;5;4219.34;843.87;11;2024;Mağaza;Antalya;sadık;0
MUS-11500;26;12;46556.4;3879.7;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-10569;36;3;1697.56;565.85;11;2024;Mağaza;Adana;riskli;1
MUS-10792;9;8;45356.57;5669.57;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11303;0;5;2252.55;450.51;12;2024;Online;Ankara;riskli;1
MUS-10045;8;6;9098.05;1516.34;12;2024;Mağaza;İstanbul;sadık;0
MUS-11165;24;10;44566.29;4456.63;12;2024;Online;İstanbul;şampiyon;0
MUS-12248;53;2;667.6;333.8;11;2024;Mağaza;İzmir;riskli;1
MUS-11046;2;7;33147.04;4735.29;12;2024;Online;Bursa;şampiyon;0
MUS-10249;71;4;2445.96;611.49;10;2024;Telefon;Antalya;riskli;1
MUS-11142;22;9;38108.8;4234.31;12;2024;Telefon;Konya;şampiyon;0
MUS-11967;5;6;7584.23;1264.04;12;2024;Online;Mersin;sadık;0
MUS-11925;27;4;2912.17;728.04;12;2024;Mağaza;Mersin;sadık;0
MUS-12104;6;7;7507.15;1072.45;12;2024;Online;Ankara;sadık;0
MUS-11049;10;8;11686.13;1460.77;12;2024;Online;Ankara;sadık;0
MUS-10787;14;2;422.74;211.37;12;2024;Mağaza;İzmir;kayıp;1
MUS-12383;5;8;8400.61;1050.08;12;2024;Online;İstanbul;sadık;0
MUS-11766;34;8;10702.16;1337.77;11;2024;Mağaza;Antalya;sadık;0
MUS-10421;120;2;1626.17;813.09;9;2024;Telefon;Gaziantep;riskli;1
MUS-10194;2;14;55300.27;3950.02;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-10557;443;2;369.0;184.5;10;2023;Mağaza;İzmir;kayıp;1
MUS-11342;31;8;12066.18;1508.27;11;2024;Online;Adana;sadık;0
MUS-10593;24;5;5824.34;1164.87;12;2024;Online;Kayseri;sadık;0
MUS-12215;332;2;487.15;243.57;2;2024;Mağaza;Kayseri;kayıp;1
MUS-10255;281;3;418.24;139.41;3;2024;Online;İzmir;kayıp;1
MUS-10552;36;5;8181.6;1636.32;11;2024;Online;Konya;sadık;0
MUS-11051;1;15;74363.24;4957.55;12;2024;Online;İzmir;şampiyon;0
MUS-10313;2;6;7883.12;1313.85;12;2024;Online;İzmir;sadık;0
MUS-12397;17;5;1272.78;254.56;12;2024;Online;Adana;sadık;0
MUS-10336;0;11;59769.32;5433.57;12;2024;Mağaza;Antalya;şampiyon;0
MUS-10274;58;4;4056.12;1014.03;11;2024;Telefon;Kayseri;sadık;0
MUS-10381;605;1;320.4;320.4;5;2023;Mağaza;Ankara;kayıp;1
MUS-11991;12;14;61466.58;4390.47;12;2024;Telefon;İzmir;şampiyon;0
MUS-12167;7;13;62715.41;4824.26;12;2024;Mağaza;İzmir;şampiyon;0
MUS-10624;14;7;39493.2;5641.89;12;2024;Online;Konya;şampiyon;0
MUS-10966;29;8;11436.31;1429.54;12;2024;Mağaza;Kayseri;sadık;0
MUS-11123;13;6;9543.19;1590.53;12;2024;Online;Adana;sadık;0
MUS-10888;398;2;1088.43;544.21;11;2023;Mağaza;Kayseri;riskli;1
MUS-10326;94;4;1272.8;318.2;9;2024;Mağaza;Adana;riskli;1
MUS-12240;143;2;1022.52;511.26;8;2024;Mağaza;Gaziantep;riskli;1
MUS-11862;24;4;1321.43;330.36;12;2024;Mağaza;Mersin;riskli;1
MUS-12324;296;3;597.95;199.32;3;2024;Telefon;Konya;kayıp;1
MUS-12332;11;6;9368.27;1561.38;12;2024;Mağaza;Antalya;sadık;0
MUS-11804;64;4;5405.76;1351.44;10;2024;Telefon;İzmir;sadık;0
MUS-10168;339;2;293.42;146.71;1;2024;Mağaza;İstanbul;kayıp;1
MUS-11467;8;8;8557.85;1069.73;12;2024;Online;Konya;sadık;0
MUS-12342;34;2;473.28;236.64;11;2024;Mağaza;Kayseri;kayıp;1
MUS-10810;36;2;723.83;361.92;11;2024;Mağaza;Mersin;riskli;1
MUS-11564;9;11;56605.62;5145.97;12;2024;Online;Ankara;şampiyon;0
MUS-10895;551;2;374.03;187.02;6;2023;Telefon;Ankara;kayıp;1
MUS-11379;115;2;76.6;38.3;9;2024;Telefon;Ankara;kayıp;1
MUS-10708;55;4;5122.76;1280.69;11;2024;Online;Antalya;sadık;0
MUS-11647;16;4;1604.04;401.01;12;2024;Online;Antalya;riskli;1
MUS-10081;9;4;7718.05;1929.51;12;2024;Mağaza;Mersin;sadık;0
MUS-10532;19;6;4984.37;830.73;12;2024;Mağaza;Bursa;sadık;0
MUS-11572;6;5;7958.15;1591.63;12;2024;Online;Bursa;sadık;0
MUS-10876;0;7;11370.07;1624.3;12;2024;Telefon;İstanbul;sadık;0
MUS-11707;14;6;5506.84;917.81;12;2024;Online;İzmir;sadık;0
MUS-11373;231;2;516.21;258.11;5;2024;Mağaza;İstanbul;kayıp;1
MUS-10207;216;1;18.48;18.48;5;2024;Online;Gaziantep;kayıp;1
MUS-10403;29;4;7824.91;1956.23;12;2024;Online;Gaziantep;sadık;0
MUS-10628;25;5;29038.14;5807.63;12;2024;Online;İstanbul;şampiyon;0
MUS-11742;28;7;8049.07;1149.87;12;2024;Online;İstanbul;sadık;0
MUS-11476;9;6;11315.08;1885.85;12;2024;Mağaza;Gaziantep;sadık;0
MUS-11105;28;16;76139.89;4758.74;12;2024;Online;Bursa;şampiyon;0
MUS-10684;288;3;345.62;115.21;3;2024;Mağaza;Mersin;kayıp;1
MUS-11874;5;6;6824.79;1137.46;12;2024;Online;Konya;sadık;0
MUS-10131;22;13;41092.6;3160.97;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-11026;46;11;38100.78;3463.71;11;2024;Mağaza;İstanbul;şampiyon;0
MUS-11697;44;8;31931.9;3991.49;11;2024;Mağaza;Konya;şampiyon;0
MUS-10449;10;5;5923.65;1184.73;12;2024;Online;Konya;sadık;0
MUS-11548;21;4;7116.25;1779.06;12;2024;Mağaza;Bursa;sadık;0
MUS-11513;161;3;1568.96;522.99;7;2024;Telefon;Adana;riskli;1
MUS-10092;69;3;3957.6;1319.2;10;2024;Mağaza;Konya;sadık;0
MUS-12137;38;8;12173.87;1521.73;11;2024;Online;İstanbul;sadık;0
MUS-11660;6;9;13623.66;1513.74;12;2024;Online;Gaziantep;sadık;0
MUS-12085;7;11;62636.67;5694.24;12;2024;Mağaza;İzmir;şampiyon;0
MUS-11542;109;3;5296.1;1765.37;9;2024;Online;Gaziantep;sadık;0
MUS-11933;0;13;67559.96;5196.92;12;2024;Online;Kayseri;şampiyon;0
MUS-10899;35;8;35878.58;4484.82;11;2024;Online;Gaziantep;şampiyon;0
MUS-11133;7;14;67951.32;4853.67;12;2024;Online;Antalya;şampiyon;0
MUS-11301;95;3;1123.38;374.46;9;2024;Mağaza;Adana;riskli;1
MUS-12366;194;2;341.47;170.74;6;2024;Mağaza;Mersin;kayıp;1
MUS-10104;7;3;1192.48;397.49;12;2024;Mağaza;Konya;riskli;1
MUS-10079;66;4;6502.22;1625.56;10;2024;Mağaza;Ankara;sadık;0
MUS-10441;39;5;5599.31;1119.86;11;2024;Online;Gaziantep;sadık;0
MUS-10912;1;3;1596.42;532.14;12;2024;Mağaza;Ankara;riskli;1
MUS-11281;10;8;37379.75;4672.47;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-10371;3;12;55596.18;4633.02;12;2024;Online;Kayseri;şampiyon;0
MUS-10833;3;11;49424.94;4493.18;12;2024;Telefon;İzmir;şampiyon;0
MUS-12261;5;14;68728.75;4909.2;12;2024;Online;İzmir;şampiyon;0
MUS-11807;437;1;109.85;109.85;10;2023;Mağaza;Konya;kayıp;1
MUS-11174;150;3;420.04;140.01;8;2024;Mağaza;Ankara;kayıp;1
MUS-12274;6;7;6259.87;894.27;12;2024;Mağaza;Konya;sadık;0
